Sample_ID,Plot_ID,Site_ID,Date,Treatment,Subplot,Patch,Elevation,Precip_mm,Temp_C,ANPP,Surf_R,Crust_R,Crust_Rcode,Crust_b,Crust_S,Crypt_Cov,Crypt_CovCode,Erosion_cov,Deposited_Cov,Foliage_cov,Basal_cov,Litter _cov,Litter_class,litter_origin,Litter_inc,Litter_dpth,Litter_complex,Texture,Plant_R,Stability_ind,Infiltration_ind,Nutrient_ind,Foliage_Cover_<0.5,Logs_<0.5,Compost,Rock,Bare_soil,Fol_cov_Shrub_>0.5m ,FC_Tree>0.5m high,FC_ Other_ >0.5m ,dist_Tree,Bare_rock,Foliage_Cov_all,MIR_HUM,MIR_POC,MIR_ROC,MIR_TOC,MIR_TN,MIR_C_N,P_mg_Kg,pH,EC _microS_cm,Total_PLFA,Gram_pos_bact_comm,Gram_neg_baterial_comm,General_bacteria_comm,Actinobacteria_comm,Fungi_comm,Protozoa_comm,arbuscular_myc_comm,Fungi_Bact,Litter_totalwt,Sticks_bark,Leaves_treeshrubs,Leaves_und,Coarse_frass,Fine_frass,Seed_fruits_gms,Richness_reprod,Abund_fruits,Abundance_inverts,Invert_richness,abund_inver_m3,invert_R_m3,AB,BG,CB,N/AG,PHO,XYL,LAP,well_wieght,Ala,Ara,Arg,Asp,Mal,Raf,Suc,H2O,Xyl,reads.fungi,obs_richness_fungi,chao1_richness_fungi,obs_shannon_fungi,obs_richness_fungi_ArbuscularMycorrhizal,obs_richness_fungi_Ectomycorrhizal,obs_richness_fungi_OrchidMycorrhizal,obs_richness_fungi_PlantPathogen,obs_richness_fungi_WoodSaprotroph,chao1_richness_fungi_ArbuscularMycorrhizal,chao1_richness_fungi_Ectomycorrhizal,chao1_richness_fungi_OrchidMycorrhizal,chao1_richness_fungi_PlantPathogen,chao1_richness_fungi_WoodSaprotroph,obs_shannon_fungi_ArbuscularMycorrhizal,obs_shannon_fungi_Ectomycorrhizal,obs_shannon_fungi_OrchidMycorrhizal,obs_shannon_fungi_PlantPathogen,obs_shannon_fungi_WoodSaprotroph,relabund_fungi_ArbuscularMycorrhizal,relabund_fungi_Ectomycorrhizal,relabund_fungi_OrchidMycorrhizal,relabund_fungi_PlantPathogen,relabund_fungi_WoodSaprotroph,reads.bacteria,obs_richness_bacteria,chao1_richness_bacteria,obs_shannon_bacteria,obs_richness_bacteria_copiotrophic,obs_richness_bacteria_oligotrophic,chao1_richness_bacteria_copiotrophic,chao1_richness_bacteria_oligotrophic,obs_shannon_bacteria_copiotrophic,obs_shannon_bacteria_oligotrophic,relabund_bacteria_copiotrophic,relabund_bacteria_oligotrophic,moisture_%
552DO,552,Tailrace,19.02.20,Reference,D,O,575,923.30,12.19,472.87,2,2,6.66,0,0,0,0,4,4,4,2,60,4,1.5,1.7,67,10.2,3,6,69.7972973,48.10483871,36.41025641,40,0,0,0,0,5,50,0,1,0,55,1.76,0.93,1.38,5.12,0.272468083,18.7911918,15.751094,5.53,34.8,52.11211987,7.51460449,13.22045098,7.596443654,3.211975817,3.073927994,0.524830015,1.490480911,0.123191287,183,30,38,14,44,21,2.05,3,32,0,0,0,0,7.2,77.9,26.9,37,2.2,117.5,5.5,0.391666667,0.761959569,0.877681001,0.955241449,0.984635454,0.929540866,1.027139526,1.025327482,0.728202458,0.857040401,36197,616,812.0784314,4.430812343,3,57,1,18,7,3,85.9,1,24.125,11.5,1.004242473,2.428350865,0,1.795652662,1.326064038,0.00050172,0.272649083,0.000143349,0.008385894,0.002150229,34402,3296,4186.502976,6.810509029,923,735,1152.5225,953.692623,5.50162924,5.619696416,0.314129719,0.257130754,9.51
552DT,552,Tailrace,19.02.20,Reference,D,T,575,923.30,12.19,472.87,3,2,6.66,0,0,0,0,4,4,4,2,65,4,1.5,1.7,53,10.2,3,6,69.7972973,50.12096774,38.97435897,35,0,0,0,0,0,55,0,0,0,55,1.41,0.74,1.08,4.1,0.228975109,17.9058764,16.55183938,5.47,25.7,36.69755921,4.419380168,9.55113278,5.049879969,1.82220775,3.312114082,1.103283226,0.775858094,0.19670763,278,65,97,0.48,44,12,1.4,1,10,0,0,0,0,9,89.9,9.3,51.8,142,3.1,35,0.343541667,0.629702245,0.651983385,0.740897555,0.764541212,0.782250774,0.763779235,0.654182661,0.573691814,0.537680733,22039,479,560.3388889,4.196946421,2,30,0,12,4,2,34.16666667,0,24.5,8.5,0.636514168,2.034520664,0,2.109845789,1.33217904,0.000430046,0.363818807,0,0.003010321,0.000358372,46178,3233,4323.105049,6.750065048,856,725,1135.184211,932.4795082,5.465664795,5.570292639,0.29276099,0.26899181,6.04
553AO,553,Deadman,19.02.19,Rehab,A,O,600,920.11,11.93,468.55,4,2,6.66,4,4,2,2,4,4,4,1,75,4,1,1.7,28,6.8,3,5,73.70192308,47.5,32.09302326,25,0,0,0,0,0,0,0,4.4,0,0,1.12,0.73,0.44,2.65,0.221317124,11.97376847,24.88143475,6.08,51.2,20.89457703,3.509050944,5.121485671,2.963635112,1.825501317,0.437833219,0.461065934,0.922520212,0.041858148,66,22,30,4,14,2,0.47,2,12,0,0,0,0,34.6,252.4,138.5,147.1,778.1,115.8,260.3,0.401875,0.515794172,0.563450553,0.544755217,0.47927935,0.55261519,0.717399607,0.485518601,0.458888726,0.684592602,21373,813,980.7014925,4.62431114,39,60,0,26,15,43.57142857,69,0,46.16666667,19.16666667,3.381680479,1.268500578,0,2.271677374,1.968358976,0.011396216,0.177823968,0,0.021072248,0.00680906,39280,3987,5074.320981,7.352254023,1174,996,1486.71627,1252.111413,6.199598759,5.915009741,0.304292573,0.32853243,19.92
553AT,553,Deadman,19.02.19,Rehab,A,T,600,920.11,11.93,468.55,3,2,6.66,0,0,0,0,4,4,2,1,85,5,1.5,2,17,15,3,3,73.17567568,57.78225806,48.71794872,10,0,0,0,5,5,5,0,0,5,10,1.28,0.91,0.56,3.51,0.279739829,12.54737307,26.18788359,5.99,26.1,23.30727787,3.40947706,5.404451921,3.159586807,1.571319246,1.328476372,0.53859647,0.771832544,0.127432376,227,77,54,1,26,11,1.9,1,20,62,4,248,16,54.8,205,66.5,97.6,302.3,47.1,92.6,0.4025,0.575951326,0.758960153,0.649549401,0.747442738,0.95307159,0.685863643,0.640032956,0.48462176,0.736756651,22993,480,624.3769231,4.113079299,4,34,1,22,5,6,36.5,1,52.25,6,1.277034259,2.150335878,0,2.656154739,0.906564358,0.00050172,0.40309633,0.000215023,0.005518922,0.003081995,2032,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.81
553BO,553,Deadman,19.02.19,Rehab,B,O,600,920.11,11.93,468.55,3,2,6.66,2,3,5,2,4,4,3,1,82,5,1.5,1.7,22,12.75,3,4,68.89423077,54.86940299,43.60465116,7,0,0,0,0,0,40,0,1.2,0,40,0.45,0.23,0.17,1,0.12146615,8.232746325,11.78926826,6.05,13.4,18.21762373,2.9401356,3.911559879,2.635851813,1.445144338,1.064523712,0.260962001,0.654784491,0.130560476,106,7,16,1,16,5,1.9,4,34,2,1,8,4,8,142,32.9,66.6,107.3,13.5,58.2,0.401875,0.547831819,0.70142373,0.738561701,0.786303261,0.821660886,0.774860858,0.672265506,0.47959285,0.867220649,36779,515,626.4714286,3.850724672,15,45,1,20,13,19.5,51,1,36,25.25,2.558702933,1.826757334,0,2.026980647,1.470457633,0.002293578,0.422950115,0.001146789,0.009532683,0.004443807,30585,3873,4897.976684,7.338091471,1076,933,1356.5625,1101.893617,6.26148138,5.750715358,0.271298127,0.328344159,6.75
553BT,553,Deadman,19.02.19,Rehab,B,T,600,920.11,11.93,468.55,2,2,6.66,0,0,0,0,4,4,3,2,75,4,1.5,2,36,12,3,8,69.7972973,51.73387097,41.02564103,15,0,0,0,10,0,40,0,0,10,40,1,0.77,0.39,2.57,0.236443472,10.86940559,19.6832678,5.99,21.3,18.39207417,2.338418599,4.345369522,2.603368311,1.138292902,1.505715732,0.277034009,0.572147381,0.186371969,142,18,24,2,47,16,4,2,81,3,2,12,8,51.4,200.5,63,93.9,297.1,43.8,64.1,0.4025,0.631881685,0.723565883,0.74026968,0.697753313,0.756693258,0.658715369,0.657482408,0.52136969,0.637521127,34248,590,748.2272727,4.28236555,10,29,1,28,14,12.66666667,53,1,33.33333333,20.25,1.958560277,2.059444999,0,2.055356574,0.219421173,0.002150229,0.255375573,0.000286697,0.025659404,0.103426032,36544,3665,4600.253916,7.269338932,1171,756,1453.05123,918.988806,6.161233623,5.757304011,0.34660642,0.255295114,9.93
553CO,553,Deadman,19.02.19,Rehab,C,O,600,920.11,11.93,468.55,3,3,3.33,3,3,2,2,4,4,4,2,68,4,1,2,19,8,3,5,63.29326923,41.66044776,34.88372093,30,0,0,0,0,0,10,0,1.4,0,10,1.13,0.89,0.47,3.24,0.277693262,11.66754991,19.19857433,6.04,36.3,20.85957739,2.84847728,4.351602188,3.014761249,1.137412074,0.931800193,0.360596361,0.855758763,0.104447892,82,8,29,2,21,9,0.84,1,10,0,0,0,0,15.6,169.7,50.1,69,177.3,29.4,127.2,0.5625,0.343557785,0.359643221,0.354055754,0.350194104,0.37150086,0.417958058,0.364209466,0.361386198,0.407761391,32227,652,936.4086022,4.304468996,9,56,0,18,17,10.5,72,0,58.5,20.125,2.110016553,1.989543041,0,1.999422468,2.244147874,0.001290138,0.439291858,0,0.010751147,0.005877294,36207,4124,5199.505519,7.433167458,1221,894,1528.563008,1128.241758,6.272103611,5.944032096,0.339781606,0.24399887,16.69
553CT,553,Deadman,19.02.19,Rehab,C,T,600,920.11,11.93,468.55,4,2,6.66,4,4,3,2,3,3,4,2,80,5,1.5,1.7,31,12.75,3,4,71.29807692,60.46641791,48.25581395,7,0,0,10,0,40,25,0,0,10,65,1.21,1.05,0.57,3.34,0.293599407,11.37604478,25.98762336,5.86,28.6,20.60879318,2.676394165,3.996105341,3.168981958,1.05627286,1.988695589,0.644712897,0.486175216,0.247691154,131,34,41,2,17,3.7,0.42,3,6,5,4,20,16,3.2,38.5,13.9,31.3,106.8,6.4,68.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35392,682,924.0683761,4.266862239,3,61,1,18,11,5,133.9,1,19.5,12.5,1.039720771,2.010549066,0,1.952161693,1.599885313,0.000286697,0.417359518,0.000143349,0.012758028,0.005590596,187876,4118,6643.368085,7.21058819,1320,760,1999.638756,1210.322034,6.10509565,5.807605146,0.420267344,0.18794126,6.63
553DO,553,Deadman,19.02.19,Rehab,D,O,600,920.11,11.93,468.55,3,3,3.33,3,3,1,1,4,4,3,2,85,5,1,1.7,18,8.5,3,7,63.29326923,42.59328358,33.72093023,10,0,0,5,0,0,0,0,3,5,0,1.69,1.46,0.63,4.9,0.389640887,12.57568228,18.85905993,5.92,38,24.89106108,3.719713689,6.106856494,3.805065255,1.79110323,1.313335539,0.240373001,0.973188524,0.112048948,149,23,19,4,25,60,0.06,2,2,1,1,4,4,84.6,393.8,78.7,284.4,341.8,65.9,79.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27233,543,682.1304348,3.865856483,25,40,1,25,10,35.28571429,52,1,31,14.5,2.60251255,1.708235376,0,2.518029729,0.808249511,0.006307339,0.451046445,7.16743E-05,0.014334862,0.075186353,38728,3862,4837.765306,7.348689868,1034,878,1272.5,1073.411243,6.1505696,5.761448476,0.278640685,0.321942954,16.22
553DT,553,Deadman,19.02.19,Rehab,D,T,600,920.11,11.93,468.55,3,2,6.66,0,0,0,0,4,4,2,1,90,5,1.5,2,33,15,3,3,73.17567568,57.78225806,48.71794872,5,0,0,5,0,0,35,0,0,5,35,0.84,0.73,0.32,2.26,0.217008228,10.41435166,19.28442361,5.94,14.55,16.71611317,2.310052695,4.339997802,2.266251148,0.988430657,0.985607253,0.093818097,0.581361622,0.127424266,643,58,37,2,37,15,0.25,2,4,1,1,4,4,6.8,86.8,31,70.5,242,14.1,44.7,0.56375,0.503720278,0.558040021,0.549965604,0.555157077,0.62730199,0.588965966,0.612767773,0.498732098,0.478154038,51120,534,693.3473684,3.998881682,2,30,2,20,8,3,40.125,2,36,14,0.693147181,1.163961377,0.226967523,2.116424858,1.499828185,0.000143349,0.339019495,0.003583716,0.015194954,0.004085436,37478,3574,4634.702949,7.100213251,1071,751,1380.342233,952.0703704,6.01134718,5.623801927,0.323731526,0.263626094,9.74
554AO,554,Tailrace,19.02.19,Reference,A,O,560,921.99,12.06,470.68,4,1,1,0,0,0,0,3,3,2,2,70,4,1.5,1.3,8,7.8,4,2,40.54054054,37.90322581,35.38461538,5,0,0,0,25,0,20,0,2.5,25,20,0.37,0.11,0.35,1.56,0.148261906,10.52192057,13.15251492,5.82,30.2,13.20461399,2.273830643,3.126121198,2.119719749,1.037409656,0.428167622,0.123733274,0.364683844,0.066734856,112,26,34,0,19,5,0.44,1,3,0,0,0,0,5.3,35.4,6.7,4.8,25.8,3.1,169.8,0.402916667,0.59628095,0.621985281,0.566598453,0.547074442,0.611114998,0.680533932,0.656575802,0.451509802,0.609832071,32230,701,825.1782609,4.977487688,3,34,2,24,16,3.25,37.5,2,26.66666667,22.25,1.054920168,1.810002091,0.392674467,2.591278408,1.702409959,0.000358372,0.118692661,0.001075115,0.016341743,0.01096617,40658,3567,4715.000758,7.170448576,957,715,1265.248466,929.0183486,5.994600248,5.598539138,0.322507766,0.260943236,6.58
554AT,554,Tailrace,19.02.19,Reference,A,T,560,921.99,12.06,470.68,3,1,1,0,0,0,0,4,4,2,1,93,5,1.5,2,56,15,4,1,50.67567568,48.38709677,48.71794872,2,0,0,0,5,10,30,0,0,5,40,1.73,1.01,1.27,5.49,0.332414167,16.5155416,161.7086884,6.51,94.2,26.03628742,2.808491039,7.156663757,3.216900971,1.551971643,1.880127646,0.648417681,0.772440113,0.154945473,356,173,51,0,37,23,0,0,0,2,2,8,8,27.6,144.8,25.4,103.3,125.1,20.6,162.6,0.320416667,0.670770014,0.759210176,0.785438282,0.764154942,0.873677665,0.849413904,0.785602723,0.622336971,0.614795907,25769,739,932.4210526,5.08168317,4,35,2,14,16,8.5,41.125,2,26.25,28.5,1.33217904,1.823941473,0.500402424,1.92929363,1.055990959,0.000358372,0.097333716,0.000358372,0.006880734,0.020928899,32103,3320,4155.203053,7.045587632,1113,601,1328.706522,768.1296296,6.047354126,5.288609711,0.388590794,0.188506072,7.91
554BO,554,Tailrace,19.02.19,Reference,B,O,560,921.99,12.06,470.68,2,2,6.66,3,3,5,2,4,4,2,2,75,4,1.5,2,37,12,4,2,68.89423077,55.3358209,41.86046512,10,0,0,10,0,0,0,0,3.5,10,0,2.57,2.35,1.48,8.38,0.497775862,16.83488621,27.21318914,0,0,22.24148662,3.569343062,4.97577311,3.638031592,1.260299724,1.062051658,0.299904666,0.557616053,0.106032704,153,81,36,0.37,23,5,0,0,0,0,0,0,0,3.9,41.8,11.7,15,48.2,4.1,181,0.402916667,0.655598228,0.736419678,0.670436263,0.704401647,0.780159989,0.767048065,0.700690904,0.411838175,0.739240603,34913,607,827.5,4.374566637,2,26,2,20,18,3,30.5,2,22.5,34,0.693147181,0.520709544,0.661563238,2.557196056,2.007828262,0.000143349,0.096545298,0.000573394,0.007382454,0.01462156,35601,3247,4108.960949,6.930316168,1045,603,1315.282383,783.8203883,5.868431907,5.280871214,0.407417867,0.211945778,11
554BT,554,Tailrace,19.02.19,Reference,B,T,560,921.99,12.06,470.68,2,2,6.66,0,0,0,0,4,4,2,1,95,5,1.5,2,110,15,4,1,73.17567568,57.78225806,46.15384615,5,0,0,0,0,15,55,0,0,0,70,2.58,1.81,1.74,7.98,0.468636515,17.02812253,40.88534691,6.58,214,33.80166305,3.761050714,9.718121985,5.478785163,0.206706097,2.273510762,0.627843561,0.823930324,0.138729931,684,390,28,3,157,61,0.7,2,7,4,1,16,4,5,63.4,18.6,31.1,139.5,3.7,186.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32638,596,745.8811881,4.457127074,6,47,0,18,16,14,50.68181818,0,22.5,22,1.540305825,2.166664542,0,2.067378909,0.913871009,0.000788417,0.213876147,0,0.015481651,0.083930619,38695,3022,4050.672355,6.694336569,1118,528,1496.162437,704.6111111,5.800828701,5.217294088,0.454438483,0.161583357,10.63
554CO,554,Tailrace,19.02.19,Reference,C,O,560,921.99,12.06,470.68,2,2,6.66,3,3,2,2,4,4,4,3,68,4,1.5,1.7,28,10.2,4,2,68.89423077,53.84328358,40,30,0,0,0,0,0,0,0,5.5,0,0,1.34,0.73,0.93,3.74,0.236839507,15.79128435,17.52035826,5.68,34.6,20.08805821,2.910467547,4.830362241,2.973227176,1.448940428,1.362748446,0.166203085,0.528733795,0.148903543,133,30,46,7,31,13,0.22,3,3,7,3,28,12,74.7,101.5,23,216.4,234.9,21.5,96.6,0.400416667,0.679123568,0.952561862,0.78420354,0.674146711,0.917992068,0.969145126,1.03698582,0.553380001,1.148165536,26027,520,657.0432099,4.193706483,16,36,6,19,13,24.16666667,48,6,22.125,31,2.55844247,2.110076344,1.31550147,2.198783005,0.18932742,0.002723624,0.398294151,0.003368693,0.008242546,0.094323394,33278,3834,4861.222222,7.215590884,1059,883,1317.231481,1084.130319,6.075707797,5.714621032,0.304104302,0.293890615,8.18
554CT,554,Tailrace,19.02.19,Reference,C,T,560,921.99,12.06,470.68,4,1,1,0,0,0,0,3,4,2,1,83,5,1.5,2,75,15,4,2,47.2972973,50.40322581,51.28205128,2,0,0,0,15,10,65,0,0,15,75,2.07,1.07,1.41,5.85,0.36145025,16.18479999,37.87004595,6.94,73.3,13.48205325,1.488210429,3.491664312,1.778684383,0.844770649,1.183571151,0.38603326,0.304944021,0.199348094,377,17,14,2,71,31,0.5,3,7,12,4,48,16,23.8,176.6,26.2,122.7,179.4,14.6,207,0.365,0.811237999,1.015755287,0.994363029,0.931624562,1.520095091,1.038406602,0.994800092,0.608996436,1.079739335,24488,620,796.0529412,4.904379394,2,43,1,14,13,3,59.9,1,24,17.5,0.693147181,2.38712661,0,1.500249971,1.343480691,0.000143349,0.219538417,0.000143349,0.018491972,0.016198394,40824,3569,4596.015944,7.073377578,1260,753,1670.082661,936.4394904,6.008456103,5.614100584,0.423232608,0.234302928,3.55
554DO,554,Tailrace,19.02.19,Reference,D,O,560,921.99,12.06,470.68,2,2,6.66,2,3,7,2,4,4,2,2,83,5,1.5,2,28,15,4,2,68.89423077,60.93283582,48.8372093,5,0,0,0,5,15,0,0,5.5,5,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.79857768,2.581783529,4.198547264,2.573279902,1.202610452,1.328117363,0.137383351,0.490224927,0.16597986,206,38,60,2,28,18,0.7,5,13,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.400416667,0.932573783,1.084001981,1.000020921,0.910507106,1.070712214,1.166822791,1.1774314,0.554957103,1.211015063,61450,696,1021.115741,4.600214141,0,34,2,30,11,0,118.5,2,66.125,32,0,1.970297073,0.636514168,1.331609298,0.194535617,0,0.180045872,0.000430046,0.047090023,0.091241399,82540,4140,6138.005682,7.22012791,1222,797,1788.857143,1163.046763,6.103700387,5.725638623,0.350654241,0.230066836,N/A
554DT,554,Tailrace,19.02.19,Reference,D,T,560,921.99,12.06,470.68,2,2,6.66,0,0,0,0,4,4,2,1,95,5,1.5,2,70,15,4,3,73.17567568,57.78225806,46.15384615,5,0,0,0,0,5,45,0,0,0,50,1.69,1.09,1.21,5.34,0.322381596,16.56422102,29.64155905,6.12,61.2,18.40932743,2.343489613,4.969668392,2.915595954,1.170556716,0.883170884,0.162784227,0.481036583,0.099355098,703,245,90,2,81,47,0.5,3,9,9,3,36,12,11.3,340,97.7,261.7,321.9,49.6,93.6,0.365,1.067952949,1.099482784,1.041461794,0.808300503,1.278370942,0.951265594,0.800690948,0.605739294,1.048138144,29977,525,697.097561,4.28660076,0,25,1,20,18,0,35.28571429,1,35.125,22.16666667,0,2.535790079,0,2.229409583,2.253922024,0,0.006522362,0.000286697,0.005662271,0.009102638,30715,3080,3664.047833,6.822134582,1008,630,1173.58209,735.4744526,5.86420608,5.592876109,0.407935611,0.196319307,9.77
555AO,555,KaiserSandWash,21.02.19,Rehab,A,O,1105,1196.64,9.23,442.85,2,2,6.66,0,0,0,0,4,4,5,2,5,1,1,1.3,11,1.3,4,5,59.66216216,32.17741935,13.58974359,95,0,0,0,0,0,0,0,2.8,0,0,0.55,0.2,0.27,1.64,0.145230616,11.2923848,19.75857727,5.92,20.3,23.87514338,3.064135439,5.742093279,3.395371839,1.28823968,1.427358353,0.642407894,0.835565625,0.128059448,21,2,6,5,5,2,0,0,0,0,0,0,0,1.8,205.7,59.6,98.8,62.7,12.6,431.5,0.349583333,0.617622869,0.742007944,0.648268507,0.60731184,0.799963577,0.642587143,0.807572647,0.431653784,0.750499171,33888,627,861.5707547,4.229475121,14,42,1,18,8,20,58.33333333,1,21.125,10.66666667,2.409763617,1.440822859,0,2.03032334,1.325576841,0.002436927,0.25465883,0.001290138,0.012256307,0.002006881,29426,3055,3656.3512,6.951794688,1033,608,1182.070423,733.7521008,5.90088167,5.495514652,0.401534406,0.22390097,4.09
555AT,555,KaiserSandWash,21.02.19,Rehab,A,T,1105,1196.64,9.23,442.85,3,2,6.66,0,0,0,0,4,4,4,1,55,4,1.5,1.3,27,7.8,4,4,69.7972973,45.28225806,30.25641026,45,0,0,0,0,0,75,0,0,0,75,0.13,0.05,0.04,0.58,0.05939828,9.764592493,6.339190862,5.8,13.33,29.18150232,3.320467295,10.61094293,3.278475438,1.82350736,0.815893733,0.178601869,0.60473563,0.050420903,79,37,24,5,15,1.7,0.1,1,2,4,3,16,12,9.5,56.9,20.5,30.7,118.5,8.4,33.5,0.352916667,0.515113183,1.256087058,0.969429578,0.937681249,1.216208994,1.210175411,1.216878816,0.355264254,0.890342585,24646,583,724.796875,4.457616332,19,48,3,15,9,34.125,53.5,3,24,13.5,2.784996119,2.121597654,0.587925969,1.219812488,1.389622928,0.002365252,0.369337729,0.002723624,0.022290711,0.007239106,41496,3614,4728.28836,6.97881388,1149,713,1502.189189,899.2676056,5.858338458,5.703940928,0.390191095,0.208698108,2.53
555BO,555,KaiserSandWash,21.02.19,Rehab,B,O,1105,1196.64,9.23,442.85,2,2,6.66,0,0,0,0,2,2,3,2,25,2,1,1.3,8,2.6,4,3,49.52702703,34.7983871,16.92307692,20,10,0,0,55,0,0,0,3.2,55,0,0.43,0.2,0.1,1.11,0.129134273,8.595704132,9.25003657,5.76,19.85,16.12018285,2.350302469,2.952672601,2.379393354,1.119228325,1.05212782,0.72913305,0.543523958,0.161078095,36,0,22,2,8,1,1.9,1,6,0,0,0,0,10.2,113.4,27,36.7,79.8,20.7,64.3,0.349583333,0.458930437,1.015511335,0.78600419,0.909697177,1.256700857,1.251030174,0.87411327,0.489405903,0.634094133,31566,681,884.807377,4.162648281,10,63,3,17,10,12.5,83.04545455,3,18.125,14,2.245952081,1.667186127,0.705498995,1.932063306,1.937199798,0.001075115,0.427752294,0.002795298,0.026662844,0.002723624,41670,3983,5188.412054,7.405122101,1349,696,1735.401818,902.4606299,6.299355445,5.728979503,0.401910948,0.200790737,2.04
555BT,555,KaiserSandWash,21.02.19,Rehab,B,T,1105,1196.64,9.23,442.85,3,2,6.66,0,0,0,0,4,4,5,2,30,3,1.5,1.7,17,7.65,4,2,66.41891892,46.99596774,32.43589744,65,0,0,0,5,0,0,0,0,5,0,0.4,0.13,0.47,2.38,0.145355974,16.37359601,21.17065165,6,17.67,23.99388807,3.421203093,5.564308236,3.116149108,1.769403121,1.136168174,0.758438095,0.944067045,0.102330531,174,47,36,20,32,10,0.05,2,2,3,3,12,12,57.1,269.7,53,194.4,233.9,44.2,65.4,0.352916667,0.489678126,0.609455636,0.678026594,0.893011098,1.236826147,0.936163057,0.720234462,0.422103248,0.599499389,34380,540,684.6021505,3.978957985,7,38,2,13,6,8.5,44.72222222,2,22,7,1.661322839,1.661285136,0.206192051,2.008683255,1.578026407,0.001146789,0.292072821,0.001361812,0.00415711,0.001863532,44369,3684,4969.080622,7.193080489,1121,859,1448.511962,1171.5,6.052140412,5.855754291,0.350324767,0.273180834,6.44
555CO,555,KaiserSandWash,21.02.19,Rehab,C,O,1105,1196.64,9.23,442.85,2,2,6.66,0,0,0,0,4,4,5,2,7,1,1,1.3,11,1.3,4,5,59.66216216,32.17741935,13.58974359,90,0,0,0,5,0,0,0,2.5,5,0,0.93,0.37,0.49,2.36,0.207470387,11.37511734,18.85268546,5.94,36.9,41.2124832,6.180477536,9.742056483,5.649606142,3.027897323,1.249543163,1.108343589,1.943766795,0.062715712,29,22,5,1,1,0.2,0.45,1,2,1,1,4,4,13.4,161.4,37.6,61.6,182.3,25.1,85.8,0.389166667,0.745826122,0.937173839,0.847479756,0.757000433,1.189326449,1.442660972,1.23733646,0.809368319,0.964087809,33608,562,730.0517241,4.364659329,18,39,1,17,7,26.16666667,48.8,1,42,7.5,2.305237141,1.446642089,0,1.660052373,0.423923909,0.005948968,0.265768349,0.00100344,0.011037844,0.027666284,36384,3515,4362.693007,7.230685228,1090,801,1380.979452,979.0273973,6.03556052,5.730857285,0.330462205,0.297514826,12.91
555CT,555,KaiserSandWash,21.02.19,Rehab,C,T,1105,1196.64,9.23,442.85,2,2,6.66,0,0,0,0,4,4,4,1,70,4,1.5,1.7,49,10.2,4,3,69.7972973,48.10483871,33.84615385,30,0,0,0,0,0,85,0,0,0,85,0.71,0.22,0.35,1.93,0.171271509,11.26865767,28.38626208,5.9,37.6,24.30107275,3.164187725,6.355303687,3.320430615,1.567297083,1.493317382,0.406985517,0.861145887,0.127904364,174,29,76,8,46,8,0.07,1,6,1,1,4,4,5.8,38.6,8.2,17.7,55.7,4.4,234.8,0.343333333,1.255646186,1.309379947,1.104494374,1.121274293,1.374016686,1.657055319,2.137413441,1.005593633,1.263763403,29441,494,632.109589,3.884293914,7,27,5,21,5,8,29.5,5,37.66666667,5.5,1.798105503,1.831820145,1.541832738,2.123618909,1.246037889,0.001290138,0.40209289,0.001290138,0.009819381,0.002150229,24378,2928,3473.756184,6.918200768,939,621,1074.133152,722.4074074,5.890040643,5.566239976,0.374941165,0.239809847,9.23
555DO,555,KaiserSandWash,21.02.19,Rehab,D,O,1105,1196.64,9.23,442.85,2,2,6.66,0,0,0,0,4,4,5,2,15,2,1,1.3,16,2.6,4,2,63.04054054,34.7983871,16.92307692,85,5,0,0,0,0,5,0,3,0,5,0.72,0.32,0.27,1.78,0.16756523,10.62272883,15.21766063,5.64,34.1,30.88628931,4.54083207,7.334675362,4.219485033,2.328204078,1.774850328,0.483000984,1.155856814,0.121954303,110,23,40,10,27,5.8,0.39,3,8,3,3,12,12,23.7,148.7,46.3,37.9,157,23.9,61.5,0.389166667,0.507775291,0.729924559,0.591079405,0.774381353,0.750204211,0.767409144,0.695320848,0.441037736,0.666739859,33886,638,814.5945946,4.324392408,14,35,5,17,14,44.25,39,7,18.125,15.125,2.04231414,1.561600684,1.210536763,2.064692726,1.909594395,0.002006881,0.246129587,0.001505161,0.012184633,0.006880734,23999,2827,3323.014493,6.828996192,953,608,1075.986188,719.4464286,5.551896931,5.564424005,0.443283442,0.237597665,8.3
